#,API,API_CODE_#,INSTRUCT,CODE_PATH,TEST_1,TEST_2,TEST_3,TEST_4,TEST_5
1164,polars,16,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Tokyo', select specific columns ('name', 'age', 'city'), and calculate the minimum age. Finally, display the resulting minimum age.",code/polars/polars_16.py,Verify that the program filters rows based on the 'city' column correctly.,Ensure that the program selects the specified columns and calculates the minimum age correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1165,polars,17,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'gender' column is 'male', select specific columns ('name', 'age', 'gender'), and calculate the sum of ages. Finally, display the resulting sum of ages.",code/polars/polars_17.py,Verify that the program filters rows based on the 'gender' column correctly.,Ensure that the program selects the specified columns and calculates the sum of ages correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1166,polars,18,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'country' column is 'Canada', select specific columns ('name', 'age', 'country'), and calculate the maximum age. Finally, display the resulting maximum age.",code/polars/polars_18.py,Ensure that the program selects the specified columns and calculates the maximum age correctly.,Verify that the program filters rows based on the 'country' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1167,polars,19,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is less than 70, select specific columns ('name', 'score', 'grade'), and calculate the minimum score. Finally, display the resulting minimum score.",code/polars/polars_19.py,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the minimum score correctly.,,
1168,polars,20,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Berlin', select specific columns ('name', 'age', 'city'), and calculate the average age. Finally, display the resulting average age.",code/polars/polars_20.py,Verify that the program filters rows based on the 'city' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the average age correctly.,,
1169,polars,21,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'gender' column is 'female', select specific columns ('name', 'age', 'gender'), and calculate the average age. Finally, display the resulting average age.",code/polars/polars_21.py,Verify that the program filters rows based on the 'gender' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the average age correctly.,,
1170,polars,22,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'country' column is 'USA', select specific columns ('name', 'age', 'country'), and calculate the sum of ages. Finally, display the resulting sum of ages.",code/polars/polars_22.py,Ensure that the program selects the specified columns and calculates the sum of ages correctly.,Verify that the program filters rows based on the 'country' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1171,polars,23,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is greater than 70, select specific columns ('name', 'score', 'grade'), and calculate the maximum score. Finally, display the resulting maximum score.",code/polars/polars_23.py,Ensure that the program selects the specified columns and calculates the maximum score correctly.,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1172,polars,24,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Madrid', select specific columns ('name', 'age', 'city'), and calculate the minimum age. Finally, display the resulting minimum age.",code/polars/polars_24.py,Verify that the program filters rows based on the 'city' column correctly.,Ensure that the program selects the specified columns and calculates the minimum age correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1174,polars,26,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'country' column is 'Germany', select specific columns ('name', 'age', 'country'), and calculate the average age. Finally, display the resulting average age.",code/polars/polars_26.py,Verify that the program filters rows based on the 'country' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the average age correctly.,,
1175,polars,27,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is less than 50, select specific columns ('name', 'score', 'grade'), and calculate the minimum score. Finally, display the resulting minimum score.",code/polars/polars_27.py,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the minimum score correctly.,,
1176,polars,28,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Sydney', select specific columns ('name', 'age', 'city'), and calculate the maximum age. Finally, display the resulting maximum age.",code/polars/polars_28.py,Verify that the program filters rows based on the 'city' column correctly.,Ensure that the program selects the specified columns and calculates the maximum age correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1177,polars,29,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'country' column is 'France', select specific columns ('name', 'age', 'country'), and calculate the average age. Finally, display the resulting average age.",code/polars/polars_29.py,Verify that the program filters rows based on the 'country' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the average age correctly.,,
1178,polars,30,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is greater than 50, select specific columns ('name', 'score', 'grade'), and calculate the maximum score. Finally, display the resulting maximum score.",code/polars/polars_30.py,Ensure that the program selects the specified columns and calculates the maximum score correctly.,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1179,polars,31,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Toronto', select specific columns ('name', 'age', 'city'), and calculate the minimum age. Finally, display the resulting minimum age.",code/polars/polars_31.py,Verify that the program filters rows based on the 'city' column correctly.,Ensure that the program selects the specified columns and calculates the minimum age correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1182,polars,34,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is less than 80, select specific columns ('name', 'score', 'grade'), and calculate the minimum score. Finally, display the resulting minimum score.",code/polars/polars_34.py,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the minimum score correctly.,,
1183,polars,35,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Moscow', select specific columns ('name', 'age', 'city'), and calculate the maximum age. Finally, display the resulting maximum age.",code/polars/polars_35.py,Verify that the program filters rows based on the 'city' column correctly.,Ensure that the program selects the specified columns and calculates the maximum age correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1184,polars,36,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'country' column is 'Italy', select specific columns ('name', 'age', 'country'), and calculate the average age. Finally, display the resulting average age.",code/polars/polars_36.py,Verify that the program filters rows based on the 'country' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the average age correctly.,,
1185,polars,37,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is greater than 60, select specific columns ('name', 'score', 'grade'), and calculate the maximum score. Finally, display the resulting maximum score.",code/polars/polars_37.py,Ensure that the program selects the specified columns and calculates the maximum score correctly.,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1186,polars,38,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'city' column is 'Beijing', select specific columns ('name', 'age', 'city'), and calculate the minimum age. Finally, display the resulting minimum age.",code/polars/polars_38.py,Verify that the program filters rows based on the 'city' column correctly.,Ensure that the program selects the specified columns and calculates the minimum age correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,,
1188,polars,40,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'country' column is 'Spain', select specific columns ('name', 'age', 'country'), and calculate the average age. Finally, display the resulting average age.",code/polars/polars_40.py,Verify that the program filters rows based on the 'country' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the average age correctly.,,
1189,polars,41,"Create a Python program using the 'polars' API to load a sample CSV file into a Polars DataFrame, filter rows where the 'score' column is less than 40, select specific columns ('name', 'score', 'grade'), and calculate the minimum score. Finally, display the resulting minimum score.",code/polars/polars_41.py,Verify that the program filters rows based on the 'score' column correctly.,Test if the program successfully loads the sample CSV file into a Polars DataFrame.,Ensure that the program selects the specified columns and calculates the minimum score correctly.,,
1190,PyDrive2,1,Create a Python program that lists all files in a specified folder on Google Drive using the PyDrive2 API. The program should take the folder's ID as input and display a list of file names along with their corresponding IDs. Make sure the program is capable of handling cases where the folder ID provided does not exist or when there is an authentication issue.,code/PyDrive2/PyDrive2_1.py,Test if the program handles the case when the folder with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly.,Test if the program lists files in the specified folder along with their IDs.,,
1191,PyDrive2,2,Create a Python program that uploads a file to a specified folder on Google Drive using the PyDrive2 API. The program should take the file path and the folder ID as inputs and upload the file to the specified folder. Make sure the program is capable of handling cases where the file path or folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_2.py,Test if the program handles the case when the folder with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file path provided is invalid.,,
1192,PyDrive2,3,Create a Python program that downloads a file from Google Drive using the PyDrive2 API. The program should take the file ID and the destination folder path as inputs and download the file to the specified folder. Make sure the program is capable of handling cases where the file ID or destination folder path provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_3.py,Test if the program handles the case when the destination folder path provided is invalid.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1193,PyDrive2,4,Create a Python program that creates a new folder on Google Drive using the PyDrive2 API. The program should take the folder name and the parent folder ID as inputs and create a new folder with the specified name under the parent folder. Make sure the program is capable of handling cases where the parent folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_4.py,Test if the program creates a new folder with the specified name under the parent folder on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the parent folder with the provided ID does not exist on Google Drive.,,
1194,PyDrive2,5,Create a Python program that deletes a file from Google Drive using the PyDrive2 API. The program should take the file ID as input and delete the file from Google Drive. Make sure the program is capable of handling cases where the file ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_5.py,Test if the program deletes the file with the specified ID from Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1195,PyDrive2,6,Create a Python program that renames a file on Google Drive using the PyDrive2 API. The program should take the file ID and the new file name as inputs and rename the file on Google Drive. Make sure the program is capable of handling cases where the file ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_6.py,Test if the program renames the file with the specified ID to the new file name on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1196,PyDrive2,7,Create a Python program that moves a file to a different folder on Google Drive using the PyDrive2 API. The program should take the file ID and the destination folder ID as inputs and move the file to the specified destination folder. Make sure the program is capable of handling cases where the file ID or destination folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_7.py,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the destination folder with the provided ID does not exist on Google Drive.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1197,PyDrive2,8,Create a Python program that shares a file on Google Drive with a specific email address using the PyDrive2 API. The program should take the file ID and the email address as inputs and share the file with the specified email address. Make sure the program is capable of handling cases where the file ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_8.py,Test if the program shares the file with the specified ID with the provided email address on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1198,PyDrive2,9,"Create a Python program that retrieves the metadata of a file on Google Drive using the PyDrive2 API. The program should take the file ID as input and display the metadata information of the file, including its title, size, creation date, and last modified date. Make sure the program is capable of handling cases where the file ID provided is invalid or when there is an authentication issue.",code/PyDrive2/PyDrive2_9.py,Test if the program retrieves and displays the metadata information of the file with the specified ID on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1199,PyDrive2,10,"Create a Python program that searches for files on Google Drive using the PyDrive2 API. The program should take a search query as input and display a list of files that match the query, along with their corresponding IDs. Make sure the program is capable of handling cases where no files match the search query or when there is an authentication issue.",code/PyDrive2/PyDrive2_10.py,Test if the program lists the files that match the search query along with their IDs on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when no files match the search query.,,
1200,PyDrive2,11,Create a Python program that updates the content of a file on Google Drive using the PyDrive2 API. The program should take the file ID and the new content as inputs and update the content of the file on Google Drive. Make sure the program is capable of handling cases where the file ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_11.py,Test if the program updates the content of the file with the specified ID on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1201,PyDrive2,12,Create a Python program that creates a new spreadsheet on Google Drive using the PyDrive2 API. The program should take the spreadsheet title as input and create a new spreadsheet with the specified title. Make sure the program is capable of handling cases when there is an authentication issue.,code/PyDrive2/PyDrive2_12.py,Test if the program handles the case when the spreadsheet with the provided title already exists on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program creates a new spreadsheet with the specified title on Google Drive.,,
1202,PyDrive2,13,"Create a Python program that retrieves the content of a spreadsheet on Google Drive using the PyDrive2 API. The program should take the spreadsheet ID as input and display the content of the spreadsheet, including all the sheets and their respective data. Make sure the program is capable of handling cases where the spreadsheet ID provided is invalid or when there is an authentication issue.",code/PyDrive2/PyDrive2_13.py,Test if the program retrieves and displays the content of the spreadsheet with the specified ID on Google Drive.,Test if the program handles the case when the spreadsheet with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1203,PyDrive2,14,"Create a Python program that updates the content of a specific sheet in a spreadsheet on Google Drive using the PyDrive2 API. The program should take the spreadsheet ID, sheet name, and new content as inputs and update the content of the specified sheet in the spreadsheet. Make sure the program is capable of handling cases where the spreadsheet ID provided is invalid, the sheet name does not exist, or when there is an authentication issue.",code/PyDrive2/PyDrive2_14.py,Test if the program handles the case when the spreadsheet with the provided ID does not exist on Google Drive.,Test if the program handles the case when the sheet with the provided name does not exist in the spreadsheet.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1204,PyDrive2,15,Create a Python program that creates a new sheet in a spreadsheet on Google Drive using the PyDrive2 API. The program should take the spreadsheet ID and the sheet name as inputs and create a new sheet with the specified name in the spreadsheet. Make sure the program is capable of handling cases where the spreadsheet ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_15.py,Test if the program creates a new sheet with the specified name in the spreadsheet with the provided ID on Google Drive.,Test if the program handles the case when the spreadsheet with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1205,PyDrive2,16,"Create a Python program that deletes a sheet from a spreadsheet on Google Drive using the PyDrive2 API. The program should take the spreadsheet ID and the sheet name as inputs and delete the specified sheet from the spreadsheet. Make sure the program is capable of handling cases where the spreadsheet ID provided is invalid, the sheet name does not exist, or when there is an authentication issue.",code/PyDrive2/PyDrive2_16.py,Test if the program handles the case when the spreadsheet with the provided ID does not exist on Google Drive.,Test if the program handles the case when the sheet with the provided name does not exist in the spreadsheet.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1206,PyDrive2,17,Create a Python program that shares a spreadsheet on Google Drive with a specific email address using the PyDrive2 API. The program should take the spreadsheet ID and the email address as inputs and share the spreadsheet with the specified email address. Make sure the program is capable of handling cases where the spreadsheet ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_17.py,Test if the program shares the spreadsheet with the specified ID with the provided email address on Google Drive.,Test if the program handles the case when the spreadsheet with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1207,PyDrive2,18,"Create a Python program that exports a spreadsheet on Google Drive to a specified file format using the PyDrive2 API. The program should take the spreadsheet ID and the desired file format (e.g., CSV, XLSX) as inputs and export the spreadsheet to the specified file format. Make sure the program is capable of handling cases where the spreadsheet ID provided is invalid, the file format is not supported, or when there is an authentication issue.",code/PyDrive2/PyDrive2_18.py,Test if the program handles the case when the file format provided is not supported.,Test if the program handles the case when the spreadsheet with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1208,PyDrive2,19,Create a Python program that creates a new document on Google Drive using the PyDrive2 API. The program should take the document title and content as inputs and create a new document with the specified title and content. Make sure the program is capable of handling cases when there is an authentication issue.,code/PyDrive2/PyDrive2_19.py,Test if the program creates a new document with the specified title and content on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the document with the provided title already exists on Google Drive.,,
1209,PyDrive2,20,Create a Python program that retrieves the content of a document on Google Drive using the PyDrive2 API. The program should take the document ID as input and display the content of the document. Make sure the program is capable of handling cases where the document ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_20.py,Test if the program retrieves and displays the content of the document with the specified ID on Google Drive.,Test if the program handles the case when the document with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1210,PyDrive2,21,Create a Python program that updates the content of a document on Google Drive using the PyDrive2 API. The program should take the document ID and the new content as inputs and update the content of the document on Google Drive. Make sure the program is capable of handling cases where the document ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_21.py,Test if the program updates the content of the document with the specified ID on Google Drive.,Test if the program handles the case when the document with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1211,PyDrive2,22,Create a Python program that deletes a document from Google Drive using the PyDrive2 API. The program should take the document ID as input and delete the document from Google Drive. Make sure the program is capable of handling cases where the document ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_22.py,Test if the program handles the case when the document with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program deletes the document with the specified ID from Google Drive.,,
1212,PyDrive2,23,Create a Python program that moves a document to a different folder on Google Drive using the PyDrive2 API. The program should take the document ID and the destination folder ID as inputs and move the document to the specified destination folder. Make sure the program is capable of handling cases where the document ID or destination folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_23.py,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the document with the provided ID does not exist on Google Drive.,Test if the program handles the case when the destination folder with the provided ID does not exist on Google Drive.,,
1213,PyDrive2,24,Create a Python program that shares a folder on Google Drive with a specific email address using the PyDrive2 API. The program should take the folder ID and the email address as inputs and share the folder with the specified email address. Make sure the program is capable of handling cases where the folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_24.py,Test if the program handles the case when the folder with the provided ID does not exist on Google Drive.,Test if the program shares the folder with the specified ID with the provided email address on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1214,PyDrive2,25,"Create a Python program that retrieves the metadata of a folder on Google Drive using the PyDrive2 API. The program should take the folder ID as input and display the metadata information of the folder, including its title, creation date, and last modified date. Make sure the program is capable of handling cases where the folder ID provided is invalid or when there is an authentication issue.",code/PyDrive2/PyDrive2_25.py,Test if the program handles the case when the folder with the provided ID does not exist on Google Drive.,Test if the program retrieves and displays the metadata information of the folder with the specified ID on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1215,PyDrive2,26,Create a Python program that lists all folders in a specified parent folder on Google Drive using the PyDrive2 API. The program should take the parent folder ID as input and display a list of folder names along with their corresponding IDs. Make sure the program is capable of handling cases where the parent folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_26.py,Test if the program lists the folders in the specified parent folder along with their IDs on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the parent folder with the provided ID does not exist on Google Drive.,,
1217,PyDrive2,28,Create a Python program that deletes a folder from Google Drive using the PyDrive2 API. The program should take the folder ID as input and delete the folder from Google Drive. Make sure the program is capable of handling cases where the folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_28.py,Test if the program handles the case when the folder with the provided ID does not exist on Google Drive.,Test if the program deletes the folder with the specified ID from Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,
1218,PyDrive2,29,Create a Python program that renames a folder on Google Drive using the PyDrive2 API. The program should take the folder ID and the new folder name as inputs and rename the folder on Google Drive. Make sure the program is capable of handling cases where the folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_29.py,Test if the program handles the case when the folder with the provided ID does not exist on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program renames the folder with the specified ID to the new folder name on Google Drive.,,
1219,PyDrive2,30,"Create a Python program that retrieves the list of permissions for a file or folder on Google Drive using the PyDrive2 API. The program should take the file or folder ID as input and display the list of permissions, including the email addresses and roles of the users or groups that have access to the file or folder. Make sure the program is capable of handling cases where the file or folder ID provided is invalid or when there is an authentication issue.",code/PyDrive2/PyDrive2_30.py,Test if the program retrieves and displays the list of permissions for the file or folder with the specified ID on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file or folder with the provided ID does not exist on Google Drive.,,
1220,PyDrive2,31,"Create a Python program that updates the permissions of a file or folder on Google Drive using the PyDrive2 API. The program should take the file or folder ID, the email address, and the new role as inputs and update the permissions of the file or folder accordingly. Make sure the program is capable of handling cases where the file or folder ID provided is invalid, the email address is not valid, or when there is an authentication issue.",code/PyDrive2/PyDrive2_31.py,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the email address provided is not valid.,Test if the program handles the case when the file or folder with the provided ID does not exist on Google Drive.,,
1221,PyDrive2,32,"Create a Python program that revokes the access of a user or group to a file or folder on Google Drive using the PyDrive2 API. The program should take the file or folder ID and the email address as inputs and revoke the access of the specified user or group. Make sure the program is capable of handling cases where the file or folder ID provided is invalid, the email address is not valid, or when there is an authentication issue.",code/PyDrive2/PyDrive2_32.py,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the email address provided is not valid.,Test if the program handles the case when the file or folder with the provided ID does not exist on Google Drive.,,
1222,PyDrive2,33,"Create a Python program that checks the storage usage of a user's Google Drive account using the PyDrive2 API. The program should display the total storage capacity, the amount of storage used, and the amount of storage available. Make sure the program is capable of handling cases when there is an authentication issue.",code/PyDrive2/PyDrive2_33.py,"Test if the program retrieves and displays the total storage capacity, used storage, and available storage of the user\'s Google Drive account.",Test if the program handles authentication errors correctly and displays appropriate error messages.,,,
1223,PyDrive2,34,Create a Python program that lists all files and folders in a specified parent folder on Google Drive using the PyDrive2 API. The program should take the parent folder ID as input and display a list of file and folder names along with their corresponding IDs. Make sure the program is capable of handling cases where the parent folder ID provided is invalid or when there is an authentication issue.,code/PyDrive2/PyDrive2_34.py,Test if the program lists the files and folders in the specified parent folder along with their IDs on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the parent folder with the provided ID does not exist on Google Drive.,,
1224,PyDrive2,35,"Create a Python program that checks the sharing settings of a file or folder on Google Drive using the PyDrive2 API. The program should take the file or folder ID as input and display the sharing settings, including the email addresses and roles of the users or groups that have access to the file or folder. Make sure the program is capable of handling cases where the file or folder ID provided is invalid or when there is an authentication issue.",code/PyDrive2/PyDrive2_35.py,Test if the program retrieves and displays the sharing settings for the file or folder with the specified ID on Google Drive.,Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file or folder with the provided ID does not exist on Google Drive.,,
1225,PyDrive2,36,"Create a Python program that checks the activity of a user's Google Drive account using the PyDrive2 API. The program should display the recent activity, including the names of the files or folders that were accessed, the type of activity (e.g., view, edit), and the date and time of the activity. Make sure the program is capable of handling cases when there is an authentication issue.",code/PyDrive2/PyDrive2_36.py,"Test if the program retrieves and displays the recent activity of the user\'s Google Drive account, including the names of the files or folders that were accessed, the type of activity, and the date and time of the activity.",Test if the program handles authentication errors correctly and displays appropriate error messages.,,,
1226,PyDrive2,37,"Create a Python program that checks the revision history of a file on Google Drive using the PyDrive2 API. The program should take the file ID as input and display the revision history, including the revision number, the date and time of the revision, and the user who made the revision. Make sure the program is capable of handling cases where the file ID provided is invalid or when there is an authentication issue.",code/PyDrive2/PyDrive2_37.py,"Test if the program retrieves and displays the revision history of the file with the specified ID on Google Drive, including the revision number, date and time, and user who made the revision.",Test if the program handles authentication errors correctly and displays appropriate error messages.,Test if the program handles the case when the file with the provided ID does not exist on Google Drive.,,
1227,PyDrive2,38,"Create a Python program that checks the trash of a user's Google Drive account using the PyDrive2 API. The program should display the files and folders that are currently in the trash, including their names and IDs. Make sure the program is capable of handling cases when there is an authentication issue.",code/PyDrive2/PyDrive2_38.py,"Test if the program retrieves and displays the files and folders that are currently in the trash of the user\'s Google Drive account, including their names and IDs.",Test if the program handles authentication errors correctly and displays appropriate error messages.,,,
1228,PyDrive2,39,Create a Python program that empties the trash of a user's Google Drive account using the PyDrive2 API. The program should permanently delete all files and folders that are currently in the trash. Make sure the program is capable of handling cases when there is an authentication issue.,code/PyDrive2/PyDrive2_39.py,Test if the program permanently deletes all files and folders that are currently in the trash of the user\'s Google Drive account.,Test if the program handles authentication errors correctly and displays appropriate error messages.,,,
1229,PyDrive2,40,"Create a Python program that checks the available storage space of a user's Google Drive account using the PyDrive2 API. The program should display the total storage capacity, the amount of storage used, and the amount of storage available. Make sure the program is capable of handling cases when there is an authentication issue.",code/PyDrive2/PyDrive2_40.py,"Test if the program retrieves and displays the total storage capacity, used storage, and available storage space of the user\'s Google Drive account.",Test if the program handles authentication errors correctly and displays appropriate error messages.,,,
1231,pyglove,1,"Create a Python program using the 'pyglove' API to perform hyperparameter tuning for a neural network model on the MNIST dataset. The program should download and preprocess the MNIST dataset, define a neural network architecture with different hyperparameters (including units, activation functions, and convolutional layers), and tune these hyperparameters to maximize accuracy. The program should output the top 10 results, including trial ID, test accuracy, and hyperparameters.",code/pyglove/pyglove_1.py,Test that it correctly defines and trains neural network models with different hyperparameters.,Test that the program can successfully download and preprocess the MNIST dataset.,"Test that the program outputs the top 10 results with trial IDs, test accuracy, and hyperparameters.",,
1232,pyglove,2,"Create a Python program using the 'pyglove' API to perform word embedding using pre-trained GloVe word vectors. The program should download a pre-trained GloVe word vectors file, load it into memory, and provide functions for finding word embeddings and computing word similarity. The program should also include a unit test that checks the similarity between two words.",code/pyglove/pyglove_2.py,Test that the program can successfully download and load pre-trained GloVe word vectors.,Test that it computes the word similarity between two words.,Test that it correctly finds word embeddings for words in the model.,,
1233,pyglove,3,"Create a Python program using the 'pyglove' API to perform hyperparameter tuning for a computer vision task. The program should download a dataset of images, preprocess the image data, and define a convolutional neural network (CNN) architecture for image classification. The hyperparameters to be tuned should include the number of convolutional layers, the number of filters in each layer, and the learning rate. The program should output the best hyperparameters and the accuracy of the CNN model.",code/pyglove/pyglove_3.py,Test that the program can successfully download and preprocess the CIFAR-10 dataset.,Test that it correctly defines and trains CNN models with different hyperparameters.,Test that the program outputs the best hyperparameters and the accuracy of the CNN model.,,
